Id,Campaign Type,IPDs Round,Timeline,State,LGA,Social mobilization plan/implementation,High risk Operational Plan,Evidence of LGA task force meeting,Meeting of Ward selection Committees to review performance,Updated micro-plan,Training Plan implementation,Social mobilization funds received at LGA Level,Border synchronization planning meeting,Security agents conducted assessment,IPD plan adjusted based on security assessment (if applicable),Logistics funds received,LGAs/State counterpart funding received
SIA 14-Jan 3 weeks ADAMAWA SHELLENG,SIA,14-Jan,3 weeks,Adamawa,Shelleng,,,,,,,,,,,,
SIA 14-Jan 3 weeks ADAMAWA SONG,SIA,14-Jan,3 weeks,Adamawa,Song,,,,,,,,,,,,
SIA 14-Jan 3 weeks ADAMAWA TEUNGO,SIA,14-Jan,3 weeks,Adamawa,Teungo,,,,,,,,,,,,
SIA 14-Jan 3 weeks ADAMAWA YOLA NORTH,SIA,14-Jan,3 weeks,Adamawa,Yola North,,,,,,,,,,,,
SIA 14-Jan 3 weeks ADAMAWA YOLA SOUTH,SIA,14-Jan,3 weeks,Adamawa,Yola South,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM ABAK,SIA,14-Jan,3 weeks,Akwa Ibom,Abak,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM EASTERN OBOLO,SIA,14-Jan,3 weeks,Akwa Ibom,Eastern Obolo,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM EKET,SIA,14-Jan,3 weeks,Akwa Ibom,Eket,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM ESIT EKET,SIA,14-Jan,3 weeks,Akwa Ibom,Esit Eket,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM ESSIEN UDIM,SIA,14-Jan,3 weeks,Akwa Ibom,Essien Udim,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM ETIM EKPO,SIA,14-Jan,3 weeks,Akwa Ibom,Etim Ekpo,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM ETINAN,SIA,14-Jan,3 weeks,Akwa Ibom,Etinan,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM IBENO,SIA,14-Jan,3 weeks,Akwa Ibom,Ibeno,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM IBESIKPO ASUTAN,SIA,14-Jan,3 weeks,Akwa Ibom,Ibesikpo Asutan,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM IBIONO IBOM,SIA,14-Jan,3 weeks,Akwa Ibom,Ibiono Ibom,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM IKA,SIA,14-Jan,3 weeks,Akwa Ibom,Ika,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM IKONO,SIA,14-Jan,3 weeks,Akwa Ibom,Ikono,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM IKOT ABASI,SIA,14-Jan,3 weeks,Akwa Ibom,Ikot Abasi,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM IKOT EKPENE,SIA,14-Jan,3 weeks,Akwa Ibom,Ikot Ekpene,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM INI,SIA,14-Jan,3 weeks,Akwa Ibom,Ini,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM ITU,SIA,14-Jan,3 weeks,Akwa Ibom,Itu,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM MBO,SIA,14-Jan,3 weeks,Akwa Ibom,Mbo,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM MKPAT ENIN,SIA,14-Jan,3 weeks,Akwa Ibom,Mkpat Enin,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM NSIT ATAI,SIA,14-Jan,3 weeks,Akwa Ibom,Nsit Atai,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM NSIT IBOM,SIA,14-Jan,3 weeks,Akwa Ibom,Nsit Ibom,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM NSIT UBIUM,SIA,14-Jan,3 weeks,Akwa Ibom,Nsit Ubium,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM OBOT AKARA,SIA,14-Jan,3 weeks,Akwa Ibom,Obot Akara,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM OKOBO,SIA,14-Jan,3 weeks,Akwa Ibom,Okobo,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM ONNA,SIA,14-Jan,3 weeks,Akwa Ibom,Onna,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM ORON,SIA,14-Jan,3 weeks,Akwa Ibom,Oron,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM ORUK ANAM,SIA,14-Jan,3 weeks,Akwa Ibom,Oruk Anam,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM UDUNG UKO,SIA,14-Jan,3 weeks,Akwa Ibom,Udung Uko,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM UKANAFUN,SIA,14-Jan,3 weeks,Akwa Ibom,Ukanafun,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM URUAN,SIA,14-Jan,3 weeks,Akwa Ibom,Uruan,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM URUE OFFONG/ORUKO,SIA,14-Jan,3 weeks,Akwa Ibom,Urue Offong/Oruko,,,,,,,,,,,,
SIA 14-Jan 3 weeks AKWA IBOM UYO,SIA,14-Jan,3 weeks,Akwa Ibom,Uyo,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA AGUATA,SIA,14-Jan,3 weeks,Anambra,Aguata,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA ANAMBRA EAST,SIA,14-Jan,3 weeks,Anambra,Anambra East,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA ANAMBRA WEST,SIA,14-Jan,3 weeks,Anambra,Anambra West,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA ANAOCHA,SIA,14-Jan,3 weeks,Anambra,Anaocha,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA AWKA NORTH,SIA,14-Jan,3 weeks,Anambra,Awka North,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA AWKA SOUTH,SIA,14-Jan,3 weeks,Anambra,Awka South,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA AYAMELUM,SIA,14-Jan,3 weeks,Anambra,Ayamelum,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA DUNUKOFIA,SIA,14-Jan,3 weeks,Anambra,Dunukofia,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA EKWUSIGO,SIA,14-Jan,3 weeks,Anambra,Ekwusigo,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA IDEMILI NORTH,SIA,14-Jan,3 weeks,Anambra,Idemili North,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA IDEMILI SOUTH,SIA,14-Jan,3 weeks,Anambra,Idemili South,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA IHIALA,SIA,14-Jan,3 weeks,Anambra,Ihiala,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA NJIKOKA,SIA,14-Jan,3 weeks,Anambra,Njikoka,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA NNEWI NORTH,SIA,14-Jan,3 weeks,Anambra,Nnewi North,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA NNEWI SOUTH,SIA,14-Jan,3 weeks,Anambra,Nnewi South,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA OGBARU,SIA,14-Jan,3 weeks,Anambra,Ogbaru,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA ONITSHA NORTH,SIA,14-Jan,3 weeks,Anambra,Onitsha North,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA ONITSHA SOUTH,SIA,14-Jan,3 weeks,Anambra,Onitsha South,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA ORUMBA NORTH,SIA,14-Jan,3 weeks,Anambra,Orumba North,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA ORUMBA SOUTH,SIA,14-Jan,3 weeks,Anambra,Orumba South,,,,,,,,,,,,
SIA 14-Jan 3 weeks ANAMBRA OYI,SIA,14-Jan,3 weeks,Anambra,Oyi,,,,,,,,,,,,
SIA 14-Jan 3 weeks BAUCHI ALKALERI,SIA,14-Jan,3 weeks,Bauchi,Alkaleri,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI BAUCHI,SIA,14-Jan,3 weeks,Bauchi,Bauchi,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI BOGORO,SIA,14-Jan,3 weeks,Bauchi,Bogoro,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI DAMBAN,SIA,14-Jan,3 weeks,Bauchi,Damban,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI DARAZO,SIA,14-Jan,3 weeks,Bauchi,Darazo,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI DASS,SIA,14-Jan,3 weeks,Bauchi,Dass,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI GAMAWA,SIA,14-Jan,3 weeks,Bauchi,Gamawa,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI GANJUWA,SIA,14-Jan,3 weeks,Bauchi,Ganjuwa,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI GIADE,SIA,14-Jan,3 weeks,Bauchi,Giade,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI ITAS/GADAU,SIA,14-Jan,3 weeks,Bauchi,Itas/Gadau,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI JAMA'ARE,SIA,14-Jan,3 weeks,Bauchi,Jama'are,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI KATAGUM,SIA,14-Jan,3 weeks,Bauchi,Katagum,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI KIRFI,SIA,14-Jan,3 weeks,Bauchi,Kirfi,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI MISAU,SIA,14-Jan,3 weeks,Bauchi,Misau,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI NINGI,SIA,14-Jan,3 weeks,Bauchi,Ningi,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI SHIRA,SIA,14-Jan,3 weeks,Bauchi,Shira,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI TAFAWA-BALEWA,SIA,14-Jan,3 weeks,Bauchi,Tafawa-Balewa,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI TORO,SIA,14-Jan,3 weeks,Bauchi,Toro,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI WARJI,SIA,14-Jan,3 weeks,Bauchi,Warji,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAUCHI ZAKI,SIA,14-Jan,3 weeks,Bauchi,Zaki,No,Yes,No,100%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BAYELSA BRASS,SIA,14-Jan,3 weeks,Bayelsa,Brass,,,,,,,,,,,,
SIA 14-Jan 3 weeks BAYELSA EKEREMOR,SIA,14-Jan,3 weeks,Bayelsa,Ekeremor,,,,,,,,,,,,
SIA 14-Jan 3 weeks BAYELSA KOLOKUMA/OPOKUMA,SIA,14-Jan,3 weeks,Bayelsa,Kolokuma/Opokuma,,,,,,,,,,,,
SIA 14-Jan 3 weeks BAYELSA NEMBE,SIA,14-Jan,3 weeks,Bayelsa,Nembe,,,,,,,,,,,,
SIA 14-Jan 3 weeks BAYELSA OGBIA,SIA,14-Jan,3 weeks,Bayelsa,Ogbia,,,,,,,,,,,,
SIA 14-Jan 3 weeks BAYELSA SAGBAMA,SIA,14-Jan,3 weeks,Bayelsa,Sagbama,,,,,,,,,,,,
SIA 14-Jan 3 weeks BAYELSA SOUTHERN IJAW,SIA,14-Jan,3 weeks,Bayelsa,Southern Ijaw,,,,,,,,,,,,
SIA 14-Jan 3 weeks BAYELSA YENEGOA,SIA,14-Jan,3 weeks,Bayelsa,Yenegoa,,,,,,,,,,,,
SIA 14-Jan 3 weeks BENUE ADO,SIA,14-Jan,3 weeks,Benue,Ado,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE AGATU,SIA,14-Jan,3 weeks,Benue,Agatu,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE APA,SIA,14-Jan,3 weeks,Benue,Apa,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE BUKURU,SIA,14-Jan,3 weeks,Benue,Bukuru,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE GBOKO,SIA,14-Jan,3 weeks,Benue,Gboko,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE GUMA,SIA,14-Jan,3 weeks,Benue,Guma,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE GWER EAST,SIA,14-Jan,3 weeks,Benue,Gwer East,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE GWER WEST,SIA,14-Jan,3 weeks,Benue,Gwer West,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE KATSINA-ALA,SIA,14-Jan,3 weeks,Benue,Katsina-Ala,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE KONSHISHA,SIA,14-Jan,3 weeks,Benue,Konshisha,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE KWANDE,SIA,14-Jan,3 weeks,Benue,Kwande,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE LOGO,SIA,14-Jan,3 weeks,Benue,Logo,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE MARKURDI,SIA,14-Jan,3 weeks,Benue,Markurdi,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE OBI,SIA,14-Jan,3 weeks,Benue,Obi,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE OGBADIBO,SIA,14-Jan,3 weeks,Benue,Ogbadibo,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE OHIMINI,SIA,14-Jan,3 weeks,Benue,Ohimini,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE OJU,SIA,14-Jan,3 weeks,Benue,Oju,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE OKPOKWU,SIA,14-Jan,3 weeks,Benue,Okpokwu,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE OTURKPO,SIA,14-Jan,3 weeks,Benue,Oturkpo,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE TARKA,SIA,14-Jan,3 weeks,Benue,Tarka,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE UKUM,SIA,14-Jan,3 weeks,Benue,Ukum,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE USHONGO,SIA,14-Jan,3 weeks,Benue,Ushongo,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BENUE VANDEIKYA,SIA,14-Jan,3 weeks,Benue,Vandeikya,,,,,,,,,,,#N/A,#N/A
SIA 14-Jan 3 weeks BORNO ABADAM,SIA,14-Jan,3 weeks,Borno,Abadam,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO ASKIRA/UBA,SIA,14-Jan,3 weeks,Borno,Askira/Uba,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO BAMA,SIA,14-Jan,3 weeks,Borno,Bama,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO BAYO,SIA,14-Jan,3 weeks,Borno,Bayo,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO BIU,SIA,14-Jan,3 weeks,Borno,Biu,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO CHIBOK,SIA,14-Jan,3 weeks,Borno,Chibok,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO DAMBOA,SIA,14-Jan,3 weeks,Borno,Damboa,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO DIKWA,SIA,14-Jan,3 weeks,Borno,Dikwa,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO GUBIO,SIA,14-Jan,3 weeks,Borno,Gubio,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO GUZAMALA,SIA,14-Jan,3 weeks,Borno,Guzamala,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO GWOZA,SIA,14-Jan,3 weeks,Borno,Gwoza,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO HAWUL,SIA,14-Jan,3 weeks,Borno,Hawul,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO JERE,SIA,14-Jan,3 weeks,Borno,Jere,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO KAGA,SIA,14-Jan,3 weeks,Borno,Kaga,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO KALA/BALGE,SIA,14-Jan,3 weeks,Borno,Kala/Balge,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO KONDUGA,SIA,14-Jan,3 weeks,Borno,Konduga,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO KUKAWA,SIA,14-Jan,3 weeks,Borno,Kukawa,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO KWAYA KUSAR,SIA,14-Jan,3 weeks,Borno,Kwaya Kusar,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO MAFA,SIA,14-Jan,3 weeks,Borno,Mafa,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO MAGUMERI,SIA,14-Jan,3 weeks,Borno,Magumeri,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO MAIDUGURI,SIA,14-Jan,3 weeks,Borno,Maiduguri,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO MARTE,SIA,14-Jan,3 weeks,Borno,Marte,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO MOBBAR,SIA,14-Jan,3 weeks,Borno,Mobbar,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO MONGUNO,SIA,14-Jan,3 weeks,Borno,Monguno,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO NGALA,SIA,14-Jan,3 weeks,Borno,Ngala,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO NGANZAI,SIA,14-Jan,3 weeks,Borno,Nganzai,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks BORNO SHANI,SIA,14-Jan,3 weeks,Borno,Shani,No,No,No,0%,No,No,No,No,,,No,No
SIA 14-Jan 3 weeks CROSS RIVER ABI,SIA,14-Jan,3 weeks,Cross River,Abi,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER AKAMKPA,SIA,14-Jan,3 weeks,Cross River,Akamkpa,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER AKPABUYO,SIA,14-Jan,3 weeks,Cross River,Akpabuyo,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER BAKASSI,SIA,14-Jan,3 weeks,Cross River,Bakassi,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER BEKWARRA,SIA,14-Jan,3 weeks,Cross River,Bekwarra,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER BIASE,SIA,14-Jan,3 weeks,Cross River,Biase,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER BOKI,SIA,14-Jan,3 weeks,Cross River,Boki,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER CALABAR MUNICIPAL,SIA,14-Jan,3 weeks,Cross River,Calabar Municipal,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER CALABAR SOUTH,SIA,14-Jan,3 weeks,Cross River,Calabar South,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER ETUNG,SIA,14-Jan,3 weeks,Cross River,Etung,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER IKOM,SIA,14-Jan,3 weeks,Cross River,Ikom,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER OBANLIKU,SIA,14-Jan,3 weeks,Cross River,Obanliku,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER OBUBRA,SIA,14-Jan,3 weeks,Cross River,Obubra,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER OBUDU,SIA,14-Jan,3 weeks,Cross River,Obudu,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER ODUKPANI,SIA,14-Jan,3 weeks,Cross River,Odukpani,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER OGOJA,SIA,14-Jan,3 weeks,Cross River,Ogoja,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER YAKURR,SIA,14-Jan,3 weeks,Cross River,Yakurr,,,,,,,,,,,,
SIA 14-Jan 3 weeks CROSS RIVER YALA,SIA,14-Jan,3 weeks,Cross River,Yala,,,,,,,,,,,,
SIA 14-Jan 3 weeks DELTA ANIOCHA NORTH,SIA,14-Jan,3 weeks,Delta,Aniocha North,,,,,,,,,,,,
SIA 14-Jan 3 weeks DELTA ANIOCHA SOUTH,SIA,14-Jan,3 weeks,Delta,Aniocha South,,,,,,,,,,,,
SIA 14-Jan 3 weeks DELTA BOMADI,SIA,14-Jan,3 weeks,Delta,Bomadi,,,,,,,,,,,,
